EIY|EIY|Эйн-Яхав|Эйн-Яхав|Ein Yahav|Ein Yahav|Израиль|Израиль|Israel|Israel
EJA|EJA|Барранкабермежа|Барранкабермежа|Barrancabermeja|Barrancabermeja|Колумбия|Колумбия|Colombia|Colombia
EJH|EJH|Ведих|Ведих|Wedjh|Wedjh|Саудовская Аравия|Саудовская Аравия|Saudi Arabia|Saudi Arabia
EJT|EJT|||Mili Atoll|Mili Atoll|Маршалловы острова|Маршалловы острова|Marshall Islands|Marshall Islands
EKA|EKA|||Eureka, CA|Eureka, CA|США|США|United States|United States
EKB|EKB|Экибастуз|Экибастуз|Ekibastuz|Ekibastuz|Казахстан|Казахстан|Kazakhstan|Kazakhstan
EKD|EKD|||Elkedra|Elkedra|Австралия|Австралия|Australia|Australia
EKE|EKE|Экереку|Экереку|Ekereku|Ekereku|Гайана|Гайана|Guyana|Guyana
EKI|EKI|||Elkhart|Elkhart|США|США|United States|United States
EKN|EKN|||Elkins|Elkins|США|США|United States|United States
EKO|EKO|||Elko, NV|Elko, NV|США|США|United States|United States
EKT|EKT|Эскилстуна|Эскилстуна|Eskilstuna|Eskilstuna|Швеция|Швеция|Sweden|Sweden
EKX|EKX|||Elizabethtown|Elizabethtown|США|США|United States|United States
ELA|ELA|||Eagle Lake|Eagle Lake|США|США|United States|United States
ELB|ELB|Эль-Банко|Эль-Банко|El Banco|El Banco|Колумбия|Колумбия|Colombia|Colombia
ELC|ELC|||Elcho Island|Elcho Island|Австралия|Австралия|Australia|Australia
ELD|ELD|Эль-Дорадо|Эль-Дорадо|El Dorado|El Dorado|США|США|United States|United States
ELE|ELE|Эль-Реал|Эль-Реал|El Real|El Real|Панама|Панама|Panama|Panama
ELF|ELF|Эль-Фашер|Эль-Фашер|El Fasher|El Fasher|Судан|Судан|Sudan|Sudan
ELG|ELG|Эль-Голеа|Эль-Голеа|El Golea|El Golea|Алжир|Алжир|Algeria|Algeria
ELH|ELH|||North Eleuthera|North Eleuthera|Багамские острова|Багамские острова|Bahamas|Bahamas
ELI|ELI|||Elim|Elim|США|США|United States|United States
ELJ|ELJ|Эль-Рекрео|Эль-Рекрео|El Recreo|El Recreo|Колумбия|Колумбия|Colombia|Colombia
ELK|ELK|||Elk City|Elk City|США|США|United States|United States
ELL|ELL|Эллисрас|Эллисрас|Ellisras|Ellisras|ЮАР|ЮАР|South Africa|South Africa
ELM|ELM|||Corning, NY|Corning, NY|США|США|United States|United States
ELN|ELN|||Ellensburg|Ellensburg|США|США|United States|United States
ELO|ELO|Эльдорадо|Эльдорадо|Eldorado|Eldorado|Аргентина|Аргентина|Argentina|Argentina
ELP|ELP|Эль Пасо|Эль Пасо|El Paso|El Paso|США|США|United States|United States
ELQ|ELQ|||Buraidah|Buraidah|Саудовская Аравия|Саудовская Аравия|Saudi Arabia|Saudi Arabia
ELR|ELR|||Elelim|Elelim|США|США|United States|United States
ELS|ELS|Ист-Лондон|Ист-Лондон|East London|East London|ЮАР|ЮАР|South Africa|South Africa
ELT|ELT|Тур-Синай-Сити|Тур-Синай-Сити|Tour Sinai City|Tour Sinai City|Египет|Египет|Egypt|Egypt
ELU|ELU|||El Oued|El Oued|Алжир|Алжир|Algeria|Algeria
ELV|ELV|||Elfin Cove|Elfin Cove|США|США|United States|United States
ELW|ELW|||Ellamar|Ellamar|США|США|United States|United States
ELX|ELX|||El Tigre|El Tigre|Венесуэла|Венесуэла|Venezuela|Venezuela
ELY|ELY|||Ely|Ely|США|США|United States|United States
ELZ|ELZ|||Wellsville|Wellsville|США|США|United States|United States
EMA|EMA|||Derby|Derby|Великобритания|Великобритания|United Kingdom|United Kingdom
EMB|EMB|Сан-Кристобаль|Сан-Кристобаль|San Francisco|San Francisco|Аргентина|Аргентина|Argentina|Argentina
EMD|EMD|||Emerald|Emerald|Австралия|Австралия|Australia|Australia
EME|EME|Эмден|Эмден|Emden|Emden|Германия|Германия|Germany|Germany
EMG|EMG|Эмпангени|Эмпангени|Empangeni|Empangeni|ЮАР|ЮАР|South Africa|South Africa
EMI|EMI|Эмирау|Эмирау|Emirau|Emirau|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
EMK|EMK|||Emmonak|Emmonak|США|США|United States|United States
EML|EML|Люцерн|Люцерн|Luzern|Luzern|Швейцария|Швейцария|Switzerland|Switzerland
EMM|EMM|||Kemerer|Kemerer|США|США|United States|United States
EMN|EMN|Нема|Нема|Nema|Nema|Мавритания|Мавритания|Mauritania|Mauritania
EMO|EMO|Эмо|Эмо|Emo|Emo|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
EMP|EMP|||Emporia|Emporia|США|США|United States|United States
EMS|EMS|Эмбесса|Эмбесса|Embessa|Embessa|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
EMT|EMT|||El Monte|El Monte|США|США|United States|United States
EMX|EMX|Эль-Майтен|Эль-Майтен|El Maiten|El Maiten|Аргентина|Аргентина|Argentina|Argentina
EMY|EMY|Эль-Минья|Эль-Минья|El Minya|El Minya|Египет|Египет|Egypt|Egypt
ENA|ENA|||Kenai|Kenai|США|США|United States|United States
ENB|ENB|||Eneabba West|Eneabba West|Австралия|Австралия|Australia|Australia
ENC|ENC|Ненси|Ненси|Nancy|Nancy|Франция|Франция|France|France
END|END|||Enid|Enid|США|США|United States|United States
ENE|ENE|Энде|Энде|Ende|Ende|Индонезия|Индонезия|Indonesia|Indonesia
ENF|ENF|Енонтекио|Енонтекио|Enontekio|Enontekio|Финляндия|Финляндия|Finland|Finland
ENH|ENH|Энши|Энши|Enshi|Enshi|Китай|Китай|China|China
ENI|ENI|||El Nido|El Nido|Филиппины|Филиппины|Philippines|Philippines
ENJ|ENJ|Эль-Нараньо|Эль-Нараньо|El Naranjo|El Naranjo|Гватемала|Гватемала|Guatemala|Guatemala
ENK|ENK|||Enniskillen|Enniskillen|Великобритания|Великобритания|United Kingdom|United Kingdom
ENL|ENL|||Centralia|Centralia|США|США|United States|United States
ENN|ENN|||Nenana|Nenana|США|США|United States|United States
ENO|ENO|Инкарнасьон|Инкарнасьон|Encarnacion|Encarnacion|Парагвай|Парагвай|Paraguay|Paraguay
ENQ|ENQ|||Coronel E Soto Cano AB|Coronel E Soto Cano AB|Гондурас|Гондурас|Honduras|Honduras
ENS|ENS|Энсхеде|Энсхеде|Enschede|Enschede|Нидерланды|Нидерланды|Netherlands|Netherlands
ENT|ENT|||Enewetak Island|Enewetak Island|Микронезия|Микронезия|Federated States of Micronesia|Federated States of Micronesia
ENU|ENU|Энугу|Энугу|Enugu|Enugu|Нигерия|Нигерия|Nigeria|Nigeria
ENV|ENV|||Wendover|Wendover|США|США|United States|United States
ENW|ENW|||Kenosha|Kenosha|США|США|United States|United States
EOH|EOH|||Medellнn|Medellнn|Колумбия|Колумбия|Colombia|Colombia
EOI|EOI|Эдей|Эдей|Eday|Eday|Великобритания|Великобритания|United Kingdom|United Kingdom
EOK|EOK|||Keokuk|Keokuk|США|США|United States|United States
EOR|EOR|Эль-Дорадо|Эль-Дорадо|El Dorado|El Dorado|Венесуэла|Венесуэла|Venezuela|Venezuela
EOS|EOS|||Neosho|Neosho|США|США|United States|United States
EOZ|EOZ|Элорса|Элорса|Elorza|Elorza|Венесуэла|Венесуэла|Venezuela|Venezuela
EPA|EPA|||El Palomar|El Palomar|Аргентина|Аргентина|Argentina|Argentina
EPG|EPG|||Weeping Water|Weeping Water|США|США|United States|United States
EPH|EPH|||Ephrata|Ephrata|США|США|United States|United States
EPI|EPI|Эпи|Эпи|Epi|Epi|Вануату|Вануату|Vanuatu|Vanuatu
EPK|EPK|Эпископи|Эпископи|Episkopi|Episkopi|Кипр|Кипр|Cyprus|Cyprus
EPL|EPL|Эпиналь|Эпиналь|Epinal|Epinal|Франция|Франция|France|France
EPN|EPN|Эпена|Эпена|Epena|Epena|Конго|Конго|Congo|Congo
EPR|EPR|||Esperance|Esperance|Австралия|Австралия|Australia|Australia
EPS|EPS|Самана|Самана|Samana|Samana|Доминиканская Республика|Доминиканская Республика|Dominican Republic|Dominican Republic
EPT|EPT|Элиптамин|Элиптамин|Eliptamin|Eliptamin|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
EPU|EPU|Парну|Парну|Parnu|Parnu|Эстония|Эстония|Estonia|Estonia
EQS|EQS|Эскель|Эскель|Esquel|Esquel|Аргентина|Аргентина|Argentina|Argentina
ERA|ERA|Эригаво|Эригаво|Erigavo|Erigavo|Эфиопия|Эфиопия|Ethiopia|Ethiopia
ERB|ERB|||Ernabella|Ernabella|Австралия|Австралия|Australia|Australia
ERC|ERC|Эрзинкан|Эрзинкан|Erzincan|Erzincan|Турция|Турция|Turkey|Turkey
ERD|ERD|Бердянск|Бердянск|Berdyansk|Berdyansk|Украина|Украина|Ukraine|Ukraine
ERE|ERE|Эрейв|Эрейв|Erave|Erave|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
ERF|ERF|Эрфурт|Эрфурт|Erfurt|Erfurt|Германия|Германия|Germany|Germany
ERH|ERH|||Er-Rachidia|Er-Rachidia|Марокко|Марокко|Morocco|Morocco
ERI|ERI|Эри|Эри|Erie|Erie|США|США|United States|United States
ERM|ERM|||Erechim|Erechim|Бразилия|Бразилия|Brazil|Brazil
ERN|ERN|||Eirunepe|Eirunepe|Бразилия|Бразилия|Brazil|Brazil
ERO|ERO|||Eldred Rock|Eldred Rock|Норвегия|Норвегия|Norway|Norway
ERR|ERR|||Errol|Errol|США|США|United States|United States
ERS|ERS|Виндхек|Виндхек|Windhoek|Windhoek|Намибия|Намибия|Namibia|Namibia
ERT|ERT|||Erdenet|Erdenet|Монголия|Монголия|Mongolia|Mongolia
ERU|ERU|Эруме|Эруме|Erume|Erume|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
ERV|ERV|||Kerrville|Kerrville|США|США|United States|United States
ERZ|ERZ|Эрзурум|Эрзурум|Erzurum|Erzurum|Турция|Турция|Turkey|Turkey
ESB|ESB|Анкара|Анкара|Ankara|Ankara|Турция|Турция|Turkey|Turkey
ESC|ESC|||Escanaba|Escanaba|США|США|United States|United States
ESD|ESD|||Eastsound|Eastsound|США|США|United States|United States
ESE|ESE|||Ensenada|Ensenada|Мексика|Мексика|Mexico|Mexico
ESF|ESF|Александрия|Александрия|Alexandria|Alexandria|США|США|United States|United States
ESG|ESG|Марискал-Эстигар|Марискал-Эстигар|Mariscal Estigarribia|Mariscal Estigarribia|Парагвай|Парагвай|Paraguay|Paraguay
ESH|ESH|||Shoreham By Sea|Shoreham By Sea|Великобритания|Великобритания|United Kingdom|United Kingdom
ESI|ESI|||Espinosa|Espinosa|Бразилия|Бразилия|Brazil|Brazil
ESK|ESK|Эскишехир|Эскишехир|Eskisehir|Eskisehir|Турция|Турция|Turkey|Turkey
ESL|ESL|Элиста|Элиста|Elista|Elista|Россия|Россия|Russian Federation|Russian Federation
ESM|ESM|||Esmeraldas|Esmeraldas|Эквадор|Эквадор|Ecuador|Ecuador
ESN|ESN|||Easton|Easton|США|США|United States|United States
ESO|ESO|||Espanola|Espanola|США|США|United States|United States
ESP|ESP|||East Stroudsburg|East Stroudsburg|США|США|United States|United States
ESR|ESR|Сальвадор|Сальвадор|El Salvador|El Salvador|Чили|Чили|Chile|Chile
ESS|ESS|Эссен|Эссен|Essen|Essen|Германия|Германия|Germany|Germany
EST|EST|||Estherville|Estherville|США|США|United States|United States
ESU|ESU|Эссаурия|Эссаурия|Essaouira|Essaouira|Марокко|Марокко|Morocco|Morocco
ESW|ESW|||Easton|Easton|США|США|United States|United States
ETB|ETB|||West Bend|West Bend|США|США|United States|United States
ETD|ETD|||Etadunna|Etadunna|Австралия|Австралия|Australia|Australia
ETE|ETE|Генда-Вуха|Генда-Вуха|Genda Wuha|Genda Wuha|Эфиопия|Эфиопия|Ethiopia|Ethiopia
ETH|ETH|Эйлат|Эйлат|Eilat|Eilat|Израиль|Израиль|Israel|Israel
ETN|ETN|||Eastland|Eastland|США|США|United States|United States
ETS|ETS|||Enterprise|Enterprise|США|США|United States|United States
ETZ|ETZ|||Metz/nancy|Metz/nancy|Франция|Франция|France|France
EUA|EUA|Эуа|Эуа|Eua|Eua|Тонга|Тонга|Tonga|Tonga
EUC|EUC|||Eucla|Eucla|Австралия|Австралия|Australia|Australia
EUE|EUE|||Eureka|Eureka|США|США|United States|United States
EUF|EUF|||Eufaula|Eufaula|США|США|United States|United States
EUG|EUG|Юджин|Юджин|Eugene|Eugene|США|США|United States|United States
EUM|EUM|Ноймюнстер|Ноймюнстер|Neumuenster|Neumuenster|Германия|Германия|Germany|Germany
EUN|EUN|Лаайюн|Лаайюн|Laayoune|Laayoune|Западная Сахара|Западная Сахара|Western Sahara|Western Sahara
EUO|EUO|Паратебуэно|Паратебуэно|Paratebueno|Paratebueno|Колумбия|Колумбия|Colombia|Colombia
EUQ|EUQ|||Antique|Antique|Филиппины|Филиппины|Philippines|Philippines
EUX|EUX|||St Eustatius|St Eustatius|Нидерланды|Нидерланды|Netherlands|Netherlands
EVA|EVA|||Evadale|Evadale|США|США|United States|United States
EVD|EVD|||Eva Downs|Eva Downs|Австралия|Австралия|Australia|Australia
EVE|EVE|||Harstad-narvik|Harstad-narvik|Норвегия|Норвегия|Norway|Norway
EVG|EVG|Свег|Свег|Sveg|Sveg|Швеция|Швеция|Sweden|Sweden
EVH|EVH|||Evans Head|Evans Head|Австралия|Австралия|Australia|Australia
EVM|EVM|||Eveleth|Eveleth|США|США|United States|United States
EVN|EVN|Ереван|Ереван|Yerevan|Yerevan|Армения|Армения|Armenia|Armenia
EVV|EVV|||Evansville, IN|Evansville, IN|США|США|United States|United States
EVW|EVW|||Evanston|Evanston|США|США|United States|United States
EVX|EVX|Эвро|Эвро|Evreux|Evreux|Франция|Франция|France|France
EWB|EWB|||New Bedford|New Bedford|США|США|United States|United States
EWD|EWD|||Wildman Lake|Wildman Lake|Австралия|Австралия|Australia|Australia
EWE|EWE|Эвер|Эвер|Ewer|Ewer|Индонезия|Индонезия|Indonesia|Indonesia
EWI|EWI|Энаротали|Энаротали|Enarotali|Enarotali|Индонезия|Индонезия|Indonesia|Indonesia
EWK|EWK|Ньютон|Ньютон|Newton|Newton|США|США|United States|United States
EWN|EWN|Нью Берн|Нью Берн|New Bern|New Bern|США|США|United States|United States
EWO|EWO|Эво|Эво|Ewo|Ewo|Конго|Конго|Congo|Congo
EWR|EWR|||Newark|Newark|США|США|United States|United States
EWY|EWY|||Newbury|Newbury|Великобритания|Великобритания|United Kingdom|United Kingdom
EXI|EXI|||Excursion Inlet|Excursion Inlet|США|США|United States|United States
EXM|EXM|||Exmouth Gulf|Exmouth Gulf|Австралия|Австралия|Australia|Australia
EXT|EXT|Эксетер|Эксетер|Exeter|Exeter|Великобритания|Великобритания|United Kingdom|United Kingdom
EYL|EYL|Йелиман|Йелиман|Yelimane|Yelimane|Мали|Мали|Mali|Mali
EYP|EYP|Эль-Йопал|Эль-Йопал|El Yopal|El Yopal|Колумбия|Колумбия|Colombia|Colombia
EYR|EYR|||Yerington|Yerington|США|США|United States|United States
EYS|EYS|Элийе-Спрингс|Элийе-Спрингс|Eliye Springs|Eliye Springs|Кения|Кения|Kenya|Kenya
EYW|EYW|Ки Уэст|Ки Уэст|Key West|Key West|США|США|United States|United States
EZE|EZE|Буэнос-Айрес|Буэнос-Айрес|Buenos Aires|Buenos Aires|Аргентина|Аргентина|Argentina|Argentina
EZS|EZS|Элязыг|Элязыг|Elazig|Elazig|Турция|Турция|Turkey|Turkey
FAA|FAA|Фаранах|Фаранах|Faranah|Faranah|Гвинея|Гвинея|Guinea|Guinea
FAB|FAB|||Farnborough|Farnborough|Великобритания|Великобритания|United Kingdom|United Kingdom
FAC|FAC|||Faaite|Faaite|Французская Полинезия|Французская Полинезия|French Polynesia|French Polynesia
FAE|FAE|||Sorvag|Sorvag|Фарерские острова|Фарерские острова|Faroe Islands|Faroe Islands
FAF|FAF|||Fort Eustis|Fort Eustis|Гаити|Гаити|Haiti|Haiti
FAG|FAG|Фагурхолсмыри|Фагурхолсмыри|Fagurholsmyri|Fagurholsmyri|Исландия|Исландия|Iceland|Iceland
FAH|FAH|Фарах|Фарах|Farah|Farah|Афганистан|Афганистан|Afghanistan|Afghanistan
FAI|FAI|||Fairbanks|Fairbanks|США|США|United States|United States
FAJ|FAJ|||Fajardo|Fajardo|Пуэрто Рико|Пуэрто Рико|Puerto Rico|Puerto Rico
FAK|FAK|||False Island|False Island|США|США|United States|United States
FAL|FAL|||Roma|Roma|США|США|United States|United States
FAM|FAM|||Farmington|Farmington|США|США|United States|United States
FAN|FAN|Фарсунд|Фарсунд|Farsund|Farsund|Норвегия|Норвегия|Norway|Norway
FAO|FAO|Фаро|Фаро|Faro|Faro|Португалия|Португалия|Portugal|Portugal
FAQ|FAQ|||Freida River|Freida River|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
FAR|FAR|Фарго|Фарго|Fargo|Fargo|США|США|United States|United States
FAS|FAS|Фаскрудсфьордур|Фаскрудсфьордур|Faskrudsfjordur|Faskrudsfjordur|Исландия|Исландия|Iceland|Iceland
FAT|FAT|Фресно|Фресно|Fresno|Fresno|США|США|United States|United States
FAV|FAV|||Fakarava|Fakarava|Французская Полинезия|Французская Полинезия|French Polynesia|French Polynesia
FAY|FAY|Файетвилл|Файетвилл|Fayetteville|Fayetteville|США|США|United States|United States
FAZ|FAZ|||Fasa|Fasa|Иран|Иран|Iran|Iran
FBD|FBD|Файзабад|Файзабад|Faizabad|Faizabad|Афганистан|Афганистан|Afghanistan|Afghanistan
FBE|FBE|||Francisco Beltrao|Francisco Beltrao|Бразилия|Бразилия|Brazil|Brazil
FBG|FBG|||Fort Bragg|Fort Bragg|США|США|United States|United States
FBK|FBK|||Fairbanks|Fairbanks|США|США|United States|United States
FBL|FBL|||Faribault|Faribault|США|США|United States|United States
FBM|FBM|||Lubumbashi|Lubumbashi|Демократическая республика Конго|Демократическая республика Конго|Democratic Republic Of Congo|Democratic Republic Of Congo
FBR|FBR|||Fort Bridger|Fort Bridger|США|США|United States|United States
FBS|FBS|||Friday Harbor SPB|Friday Harbor SPB|Франция|Франция|France|France
FBY|FBY|||Fairbury|Fairbury|США|США|United States|United States
FCA|FCA|||Kalispell, MT|Kalispell, MT|США|США|United States|United States
FCB|FCB|Фиксбург|Фиксбург|Ficksburg|Ficksburg|ЮАР|ЮАР|South Africa|South Africa
FCH|FCH|Фресно|Фресно|Fresno|Fresno|США|США|United States|United States
FCM|FCM|Миннеаполис|Миннеаполис|Minneapolis|Minneapolis|США|США|United States|United States
FCN|FCN|||Cuxhaven|Cuxhaven|Германия|Германия|Germany|Germany
FCO|FCO|Рим|Рим|Rome|Rome|Италия|Италия|Italy|Italy
FCS|FCS|Колорадо Спрингз|Колорадо Спрингз|Colorado Springs|Colorado Springs|США|США|United States|United States
FCT|FCT|Якима|Якима|Yakima|Yakima|США|США|United States|United States
FCY|FCY|||Forrest City|Forrest City|США|США|United States|United States
FDE|FDE|Форде|Форде|Forde|Forde|Норвегия|Норвегия|Norway|Norway
FDF|FDF|||Fort De France|Fort De France|Мартиника|Мартиника|Martinique|Martinique
FDH|FDH|Фридрихшафен|Фридрихшафен|Friedrichshafen|Friedrichshafen|Германия|Германия|Germany|Germany
FDK|FDK|||Frederick|Frederick|США|США|United States|United States
FDR|FDR|||Frederick|Frederick|США|США|United States|United States
FDU|FDU|Бандунду|Бандунду|Bandundu|Bandundu|Заир|Заир|Zaire|Zaire
FDY|FDY|||Findlay|Findlay|США|США|United States|United States
FEA|FEA|||Fetlar|Fetlar|Великобритания|Великобритания|United Kingdom|United Kingdom
FEB|FEB|Санфебагар|Санфебагар|Sanfebagar|Sanfebagar|Непал|Непал|Nepal|Nepal
FEC|FEC|||Feira De Santana|Feira De Santana|Бразилия|Бразилия|Brazil|Brazil
FEG|FEG|Фергана|Фергана|Fergana|Fergana|Узбекистан|Узбекистан|Uzbekistan|Uzbekistan
FEJ|FEJ|||Feijo|Feijo|Бразилия|Бразилия|Brazil|Brazil
FEK|FEK|||Ferkessedougou|Ferkessedougou|Кот д&#039;Ивуар|Кот д&#039;Ивуар|Cote D&#039;Ivoire|Cote D&#039;Ivoire
FEL|FEL|||Fuerstenfeldbruck|Fuerstenfeldbruck|Германия|Германия|Germany|Germany
FEN|FEN|||Fernando De Noronha|Fernando De Noronha|Бразилия|Бразилия|Brazil|Brazil
FEP|FEP|||Freeport|Freeport|США|США|United States|United States
FER|FER|Фергусонс-Галф|Фергусонс-Галф|Fergusons Gulf|Fergusons Gulf|Канада|Канада|Canada|Canada
FES|FES|Сан Фернандо|Сан Фернандо|San Fernando|San Fernando|Сальвадор|Сальвадор|El Salvador|El Salvador
FET|FET|||Fremont|Fremont|США|США|United States|United States
FEW|FEW|Чейнни|Чейнни|Cheyenne|Cheyenne|США|США|United States|United States
FEZ|FEZ|Фес|Фес|Fez|Fez|Марокко|Марокко|Morocco|Morocco
FFA|FFA|||Kill Devil Hills|Kill Devil Hills|США|США|United States|United States
FFD|FFD|||Fairford|Fairford|Великобритания|Великобритания|United Kingdom|United Kingdom
FFL|FFL|||Fairfield|Fairfield|США|США|United States|United States
FFM|FFM|||Fergus Falls|Fergus Falls|США|США|United States|United States
FFO|FFO|||Dayton|Dayton|США|США|United States|United States
FFT|FFT|||Frankfort, KY|Frankfort, KY|США|США|United States|United States
FFU|FFU|Футалеуфу|Футалеуфу|Futaleufu|Futaleufu|Чили|Чили|Chile|Chile
FGD|FGD|||Fderik|Fderik|Мавритания|Мавритания|Mauritania|Mauritania
FGI|FGI|||Apia|Apia|Самоа|Самоа|Samoa|Samoa
FGL|FGL|Фокс Гласиер|Фокс Гласиер|Fox Glacier|Fox Glacier|Новая Зеландия|Новая Зеландия|New Zealand|New Zealand
FGR|FGR|Фенгерола|Фенгерола|Fuengirola|Fuengirola|Испания|Испания|Spain|Spain
FGU|FGU|Фангатау|Фангатау|Fangatau|Fangatau|Французская Полинезия|Французская Полинезия|French Polynesia|French Polynesia
FHU|FHU|||Sierra Vista|Sierra Vista|США|США|United States|United States
FHZ|FHZ|Факахина|Факахина|Fakahina|Fakahina|Французская Полинезия|Французская Полинезия|French Polynesia|French Polynesia
FIC|FIC|||Fire Cove|Fire Cove|США|США|United States|United States
FID|FID|||Fishers Island|Fishers Island|США|США|United States|United States
FIE|FIE|Фейр-Айсл|Фейр-Айсл|Fair Isle|Fair Isle|Великобритания|Великобритания|United Kingdom|United Kingdom
FIG|FIG|Фриа|Фриа|Fria|Fria|Гвинея|Гвинея|Guinea|Guinea
FIK|FIK|||Finke|Finke|Австралия|Австралия|Australia|Australia
FIL|FIL|||Fillmore|Fillmore|США|США|United States|United States
FIN|FIN|Финшхафен|Финшхафен|Finschhafen|Finschhafen|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
FIV|FIV|||Five Finger Coast Guard Heliport|Five Finger Coast Guard Heliport|США|США|United States|United States
FIZ|FIZ|||Fitzroy Crossing|Fitzroy Crossing|Австралия|Австралия|Australia|Australia
FJR|FJR|||Al-fujairah|Al-fujairah|ОАЭ|ОАЭ|United Arab Emirates|United Arab Emirates
FKB|FKB|Карлсруэ|Карлсруэ|Karlsruhe/Baden Baden|Karlsruhe/Baden Baden|Германия|Германия|Germany|Germany
FKH|FKH|||Fakenham|Fakenham|Великобритания|Великобритания|United Kingdom|United Kingdom
FKI|FKI|||Kisangani|Kisangani|Демократическая республика Конго|Демократическая республика Конго|Democratic Republic Of Congo|Democratic Republic Of Congo
FKJ|FKJ|Фукуи|Фукуи|Fukui|Fukui|Япония|Япония|Japan|Japan
FKL|FKL|||Franklin|Franklin|США|США|United States|United States
FKN|FKN|||Franklin|Franklin|США|США|United States|United States
FKQ|FKQ|||Fak Fak|Fak Fak|Индонезия|Индонезия|Indonesia|Indonesia
FKS|FKS|Фукушима|Фукушима|Fukushima|Fukushima|Япония|Япония|Japan|Japan
FLA|FLA|Флоренсиа|Флоренсиа|Florencia|Florencia|Колумбия|Колумбия|Colombia|Colombia
FLB|FLB|||Floriano|Floriano|Бразилия|Бразилия|Brazil|Brazil
FLC|FLC|Фоллз-Крик|Фоллз-Крик|Falls Creek|Falls Creek|Австралия|Австралия|Australia|Australia
FLD|FLD|||Fond Du Lac|Fond Du Lac|США|США|United States|United States
FLE|FLE|Петерсбург|Петерсбург|Petersburg|Petersburg|Нидерланды|Нидерланды|Netherlands|Netherlands
FLF|FLF|Фленсбург|Фленсбург|Flensburg|Flensburg|Германия|Германия|Germany|Germany
FLG|FLG|||Grand Canyon|Grand Canyon|США|США|United States|United States
FLH|FLH|||Flotta|Flotta|Великобритания|Великобритания|United Kingdom|United Kingdom
FLI|FLI|||Flateyri|Flateyri|Исландия|Исландия|Iceland|Iceland
FLJ|FLJ|||Falls Bay|Falls Bay|США|США|United States|United States
FLL|FLL|Форт Лодердейл|Форт Лодердейл|Fort Lauderdale|Fort Lauderdale|США|США|United States|United States
FLM|FLM|Филадельфия|Филадельфия|Filadelfia|Filadelfia|Парагвай|Парагвай|Paraguay|Paraguay
FLN|FLN|Флорианополис|Флорианополис|Florianopolis|Florianopolis|Бразилия|Бразилия|Brazil|Brazil
FLO|FLO|Флоренция|Флоренция|Florence|Florence|США|США|United States|United States
FLP|FLP|||Flippin|Flippin|США|США|United States|United States
FLR|FLR|Флоренция|Флоренция|Florence|Florence|Италия|Италия|Italy|Italy
FLS|FLS|||Flinders Island|Flinders Island|Австралия|Австралия|Australia|Australia
FLT|FLT|||Flat|Flat|США|США|United States|United States
FLU|FLU|Нью-Йорк|Нью-Йорк|New York|New York|США|США|United States|United States
FLV|FLV|||Fort Leavenworth|Fort Leavenworth|США|США|United States|United States
FLW|FLW|||Flores Island|Flores Island|Португалия|Португалия|Portugal|Portugal
FLX|FLX|||Fallon|Fallon|США|США|United States|United States
FLY|FLY|||Finley|Finley|Австралия|Австралия|Australia|Australia
FMA|FMA|Формоса|Формоса|Formosa|Formosa|Аргентина|Аргентина|Argentina|Argentina
FMC|FMC|||Five Mile|Five Mile|США|США|United States|United States
FME|FME|||Fort Meade|Fort Meade|Гаити|Гаити|Haiti|Haiti
FMG|FMG|||Flamingo|Flamingo|Коста-Рика|Коста-Рика|Costa Rica|Costa Rica
FMH|FMH|Фолмаут|Фолмаут|Falmouth|Falmouth|США|США|United States|United States
FMI|FMI|Калемие|Калемие|Kalemie|Kalemie|Демократическая республика Конго|Демократическая республика Конго|Democratic Republic Of Congo|Democratic Republic Of Congo
FMN|FMN|||Farmington|Farmington|США|США|United States|United States
FMO|FMO|||Muenster/Osnabrueck|Muenster/Osnabrueck|Германия|Германия|Germany|Germany
FMS|FMS|||Fort Madison|Fort Madison|США|США|United States|United States
FMY|FMY|Форт Майерс|Форт Майерс|Fort Myers|Fort Myers|США|США|United States|United States
FNA|FNA|||Freetown|Freetown|Сьерра-Леоне|Сьерра-Леоне|Sierra Leone|Sierra Leone
FNB|FNB|||Neubrandenburg|Neubrandenburg|Германия|Германия|Germany|Germany
FNC|FNC|||Funchal|Funchal|Португалия|Португалия|Portugal|Portugal
FNE|FNE|Фейн|Фейн|Fane|Fane|Папуа - Новая Гвинея|Папуа - Новая Гвинея|Papua New Guinea|Papua New Guinea
FNG|FNG|Фада-Нгурма|Фада-Нгурма|Fada Ngourma|Fada Ngourma|Буркина-Фасо|Буркина-Фасо|Burkina Faso|Burkina Faso
FNH|FNH|Финча|Финча|Fincha|Fincha|Эфиопия|Эфиопия|Ethiopia|Ethiopia
